timestamp, pci.bus_id, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], pcie.link.gen.current, pcie.link.width.current
2026/02/12 15:55:05.439, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 276.83 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:05.640, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 276.66 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:05.841, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 276.66 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:06.042, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 276.14 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:06.243, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 276.14 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:06.444, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 276.14 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:06.646, 00000000:01:00.0, 98 %, 80 %, 9101 MiB, 16303 MiB, 66, 276.80 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:06.847, 00000000:01:00.0, 98 %, 80 %, 9101 MiB, 16303 MiB, 66, 276.80 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:07.048, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 278.21 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:07.249, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 278.21 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:07.450, 00000000:01:00.0, 98 %, 79 %, 9101 MiB, 16303 MiB, 66, 278.21 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:07.651, 00000000:01:00.0, 98 %, 80 %, 9101 MiB, 16303 MiB, 66, 278.63 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:07.852, 00000000:01:00.0, 98 %, 80 %, 9101 MiB, 16303 MiB, 66, 278.63 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:08.053, 00000000:01:00.0, 98 %, 80 %, 9101 MiB, 16303 MiB, 66, 278.84 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:08.254, 00000000:01:00.0, 98 %, 80 %, 9101 MiB, 16303 MiB, 66, 278.84 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:08.455, 00000000:01:00.0, 98 %, 80 %, 9101 MiB, 16303 MiB, 66, 278.84 W, 2820 MHz, 13801 MHz, 5, 16
2026/02/12 15:55:08.656, 00000000:01:00.0, 98 %, 80 %, 9101 MiB, 16303 MiB, 66, 279.38 W, 2820 MHz, 13801 MHz, 5, 16

# Benchmark phase markers
# MARKER: START pp1024+tg16 @ 2026/02/12 15:54:32.412935
# MARKER: END pp1024+tg16 @ 2026/02/12 15:54:34.698538
# MARKER: START pp1024+tg1024 @ 2026/02/12 15:54:34.698606
# MARKER: END pp1024+tg1024 @ 2026/02/12 15:54:48.862104
# MARKER: START pp16+tg1536 @ 2026/02/12 15:54:48.862177
# MARKER: END pp16+tg1536 @ 2026/02/12 15:55:08.746855
